First,Second,Third
"[('nothing', 'NN')]","[('neutral', 'JJ')]","[('make', 'VB'), ('easy', 'JJ'), ('use', 'NN'), ('especially', 'RB'), ('ios', 'JJ'), ('users', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easily', 'RB'), ('task', 'NN')]","[('easily', 'RB'), ('read', 'VB'), ('lesson', 'JJ'), ('easily', 'RB'), ('browse', 'JJ'), ('lessons', 'NNS')]","[('give', 'VB'), ('code', 'NN'), ('2', 'CD'), ('days', 'NNS'), ('due', 'JJ'), ('date', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('saves', 'NNS'), ('time', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('advance', 'NN'), ('reading', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('read', 'NN'), ('lessons', 'NNS'), ('earlier', 'RBR')]","[('quiz', 'NN'), ('activities', 'NNS'), ('scheds', 'NNS')]","[('neutral', 'JJ')]"
"[('canvas', 'NN'), ('time', 'NN'), ('saving', 'VBG')]","[('lessons', 'NNS'), ('lengthy', 'VBP'), ('understood', 'JJ'), ('clearly', 'RB'), ('right', 'RB'), ('away', 'RB'), ('quizzes', 'JJ'), ('exams', 'NNS'), ('always', 'RB'), ('errors', 'NNS'), ('facts', 'VBZ'), ('grammar', 'NN'), ('composition', 'NN'), ('times', 'NNS'), ('correct', 'VBP'), ('answers', 'NNS'), ('choices', 'NNS')]","[('focus', 'NN'), ('building', 'NN'), ('better', 'RBR'), ('content', 'NN')]"
"[('online', 'NN'), ('quizzes', 'NNS')]","[('long', 'JJ'), ('modules', 'NNS')]","[('make', 'VB'), ('modules', 'NNS'), ('brief', 'JJ'), ('accurate', 'JJ')]"
"[('accessible', 'JJ')]","[('mobile', 'JJ'), ('app', 'NN'), ('glitch', 'NN')]","[('face', 'NN'), ('face', 'NN'), ('discussion', 'NN')]"
"[('convenient', 'NN'), ('books', 'NNS')]","[('teachers', 'NNS'), ('tackle', 'VBP'), ('lessons', 'NNS'), ('said', 'VBD'), ('lessons', 'NNS'), ('already', 'RB'), ('canvas', 'VBP')]","[('neutral', 'JJ')]"
"[('accessible', 'JJ'), ('anywhere', 'RB'), ('internet', 'JJ'), ('connection', 'NN')]","[('log', 'NN'), ('automatically', 'RB'), ('internet', 'VB')]","[('keep', 'VB')]"
"[('helps', 'NN'), ('study', 'VB'), ('lesson', 'JJ'), ('next', 'JJ'), ('meeting', 'NN')]","[('modules', 'NNS')]","[('nothing', 'NN')]"
"[('freely', 'RB'), ('read', 'JJ'), ('modules', 'NNS'), ('whenever', 'WRB'), ('wherever', 'NN'), ('want', 'VBP')]","[('times', 'NNS'), ('quizzes', 'JJ'), ('pop', 'VBP'), ('list', 'NN')]","[('neutral', 'JJ')]"
"[('modules', 'NNS')]","[('cjdfvhd', 'NN')]","[('nothing', 'NN')]"
"[('modules', 'NNS')]","[('professors', 'NNS'), ('teach', 'VBP'), ('materials', 'NNS'), ('canvas', 'VBP'), ('lazy', 'NN')]","[('canvas', 'NN'), ('would', 'MD'), ('assistant', 'VB')]"
"[('none', 'NN')]","[('malfunction', 'NN'), ('system', 'NN')]","[('remove', 'VB'), ('canvas', 'NN')]"
"[('none', 'NN')]","[('access', 'NN'), ('code', 'NN')]","[('remove', 'VB'), ('access', 'NN'), ('code', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('encourage', 'NN'), ('professors', 'NNS'), ('learn', 'VBP'), ('utilize', 'JJ'), ('canvas', 'NN')]"
"[('easy', 'JJ'), ('use', 'NN')]","[('dont', 'NN'), ('learn', 'NN'), ('well', 'RB')]","[('improve', 'VB'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('put', 'NN'), ('best', 'JJS')]","[('neutral', 'JJ')]","[('take', 'VB'), ('energy', 'NN'), ('improve', 'VB'), ('state', 'NN')]"
"[('think', 'VB'), ('efficient', 'JJ'), ('specially', 'RB'), ('tasks', 'NNS'), ('comfort', 'NN'), ('house', 'NN')]","[('think', 'NN'), ('instructor', 'NN'), ('relay', 'VBP'), ('much', 'JJ'), ('canva', 'NN'), ('important', 'JJ'), ('instructor', 'NN'), ('dicuss', 'NN'), ('lessons', 'NNS'), ('accordingly', 'RB'), ('modules', 'NNS'), ('canvas', 'VBP'), ('come', 'VB'), ('confusing', 'NN')]","[('face', 'NN'), ('face', 'NN'), ('discussion', 'NN'), ('must', 'MD')]"
"[('quizez', 'NN'), ('im', 'NN'), ('home', 'NN')]","[('less', 'RBR'), ('hustle', 'JJ'), ('activities', 'NNS')]","[('long', 'JJ'), ('period', 'NN'), ('passes', 'NNS'), ('hw', 'VBP'), ('seatwork', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('documents', 'NNS'), ('accesible', 'JJ')]","[('none', 'NN')]","[('expand', 'NN'), ('certain', 'JJ'), ('task', 'NN'), ('focusing', 'VBG'), ('mostly', 'RB'), ('virtual', 'JJ'), ('learning', 'VBG'), ('face', 'NN'), ('face', 'NN')]"
"[('give', 'VB'), ('enough', 'JJ'), ('time', 'NN')]","[('neutral', 'JJ')]","[('give', 'VB'), ('code', 'NN'), ('easily', 'RB')]"
"[('canvas', 'NN'), ('made', 'VBD'), ('easy', 'JJ'), ('take', 'VB'), ('quizzes', 'NNS'), ('inside', 'IN'), ('outside', 'IN'), ('jru', 'NN')]","[('advance', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('canvas', 'NN'), ('helpful', 'VBD'), ('many', 'JJ'), ('ways', 'NNS'), ('since', 'IN'), ('lessons', 'NNS'), ('already', 'RB'), ('easily', 'RB'), ('accesible', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('modules', 'NNS'), ('easy', 'JJ'), ('access', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('access', 'NN'), ('canvas', 'NN'), ('anywhere', 'RB'), ('even', 'RB'), ('outside', 'JJ'), ('school', 'NN')]","[('use', 'NN'), ('wifi', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('access', 'NN'), ('time', 'NN'), ('anywhere', 'RB')]","[('access', 'NN'), ('anywhere', 'RB')]","[('longer', 'JJR'), ('time', 'NN'), ('limit', 'NN')]"
"[('advance', 'NN'), ('reading', 'NN'), ('module', 'NN')]","[('quizzes', 'NNS')]","[('none', 'NN')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('none', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('accessible', 'JJ'), ('anywhere', 'RB'), ('internet', 'JJ'), ('connection', 'NN')]","[('nothing', 'NN')]","[('access', 'NN'), ('without', 'IN'), ('connection', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('announcement', 'NN'), ('notify', 'CC'), ('smartphone', 'NN'), ('device', 'NN')]","[('update', 'JJ'), ('app', 'NN'), ('notify', 'IN'), ('smartphone', 'NN'), ('announcement', 'NN')]"
"[('accessible', 'JJ'), ('anywhere', 'RB'), ('go', 'VBP'), ('need', 'VBP'), ('wifi', 'JJ'), ('data', 'NNS'), ('access', 'NN')]","[('connect', 'JJ'), ('poor', 'JJ'), ('connection', 'NN')]","[('access', 'NN'), ('without', 'IN'), ('need', 'NN'), ('connection', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easily', 'RB'), ('submit', 'VB'), ('assignment', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('none', 'NN')]","[('errors', 'NNS'), ('taking', 'VBG'), ('exams', 'JJ'), ('dashboard', 'NN'), ('go', 'VBP'), ('tab', 'NN'), ('subject', 'JJ'), ('take', 'NN'), ('exam', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('aspects', 'NNS'), ('canvas', 'VBP')]","[('nothing', 'NN')]","[('nothing', 'NN'), ('keep', 'VB'), ('good', 'JJ'), ('work', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('accessible', 'JJ')]","[('poor', 'JJ'), ('wifi', 'CD'), ('connection', 'NN')]","[('make', 'VB'), ('wifi', 'NN'), ('stronger', 'JJR')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('course', 'NN'), ('materials', 'NNS'), ('well', 'RB'), ('organize', 'VB')]","[('taking', 'VBG'), ('exams', 'JJ'), ('quizzes', 'NNS'), ('time', 'NN'), ('limited', 'VBD')]","[('period', 'NN'), ('time', 'NN'), ('submitting', 'VBG'), ('assignment', 'JJ'), ('activities', 'NNS'), ('peta', 'VBP')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('nothing', 'NN')]","[('nothing', 'NN')]","[('dont', 'NN'), ('use', 'NN'), ('canvas', 'NN'), ('anymore', 'RB')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('aligned', 'VBN'), ('courses', 'NNS'), ('dashbords', 'NNS')]","[('discussion', 'NN'), ('board', 'NN'), ('used', 'VBN'), ('sometimes', 'RB')]","[('make', 'VB'), ('calendar', 'NN'), ('colorful', 'JJ'), ('customize', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('system', 'NN'), ('sometimes', 'RB'), ('sets', 'VBZ'), ('wrong', 'JJ'), ('answer', 'NN'), ('quizzes', 'NNS'), ('exams', 'VBD'), ('even', 'RB'), ('answered', 'VBN'), ('correct', 'JJ'), ('ones', 'NNS'), ('still', 'RB'), ('considered', 'VBN'), ('wrong', 'JJ'), ('can', 'MD'), ('not', 'RB'), ('complain', 'VB')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('helps', 'NN'), ('studies', 'NNS')]","[('nothing', 'NN')]","[('nothing', 'NN'), ('suggest', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('need', 'NN'), ('go', 'VBP'), ('school', 'NN'), ('everyday', 'JJ'), ('endure', 'NN'), ('heavy', 'JJ'), ('traffic', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('convenienvcy', 'NN')]","[('phone', 'NN'), ('friendly', 'RB')]","[('improve', 'VB')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('modules', 'NNS')]","[('none', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('content', 'NN')]","[('lag', 'NN'), ('mobile', 'JJ'), ('canvas', 'NN'), ('app', 'NN')]","[('continue', 'NN'), ('best', 'JJS'), ('improving', 'NN'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('time', 'NN'), ('limit', 'NN'), ('fast', 'RB'), ('answered', 'VBD'), ('half', 'JJ'), ('test', 'NN')]","[('give', 'JJ'), ('time', 'NN'), ('taking', 'VBG'), ('quizzes', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('techy', 'NN')]","[('faster', 'RBR'), ('wifi', 'NN')]"
"[('accessible', 'JJ')]","[('time', 'NN'), ('limits', 'NNS')]","[('time', 'NN'), ('limits', 'NNS')]"
"[('easily', 'RB'), ('access', 'NN'), ('inside', 'IN'), ('school', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('content', 'NN'), ('well', 'RB'), ('organized', 'VBN')]","[('much', 'JJ'), ('work', 'NN'), ('guess', 'NN')]","[('improve', 'VB'), ('add', 'NN'), ('features', 'NNS')]"
"[('well', 'RB'), ('organized', 'VBN'), ('easy', 'JJ'), ('find', 'NNS'), ('need', 'VBP'), ('find', 'VBP'), ('canvas', 'NN')]","[('think', 'NN'), ('time', 'NN'), ('limit', 'NN'), ('deadline', 'NN')]","[('subscribe', 'NN'), ('youtube', 'NN'), ('channel', 'NN'), ('joke', 'NN'), ('keep', 'VB')]"
"[('easy', 'JJ'), ('access', 'NN'), ('subjects', 'NNS')]","[('time', 'NN'), ('limit', 'NN')]","[('suggestion', 'NN')]"
"[('useful', 'JJ'), ('helpful', 'NN')]","[('none', 'NN')]","[('keep', 'VB')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('learn', 'JJ'), ('lessons', 'NNS'), ('easily', 'RB')]","[('time', 'NN'), ('limits', 'NNS'), ('taking', 'VBG'), ('quiz', 'NN'), ('activity', 'NN')]","[('remove', 'VB'), ('time', 'NN'), ('limits', 'NNS'), ('taking', 'VBG'), ('quiz', 'NN'), ('activity', 'NN')]"
"[('easy', 'JJ'), ('access', 'NN'), ('devices', 'NNS')]","[('modules', 'NNS'), ('ineffective', 'VBP')]","[('effective', 'JJ'), ('modules', 'NNS')]"
"[('review', 'NN'), ('lesson', 'NN'), ('home', 'NN')]","[('short', 'JJ'), ('time', 'NN'), ('deadlines', 'NNS')]","[('give', 'JJ'), ('time', 'NN'), ('submission', 'NN'), ('outputs', 'NNS'), ('canvas', 'NN')]"
"[('accessible', 'JJ'), ('anywhere', 'RB')]","[('late', 'RB'), ('notif', 'NNS')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('neutral', 'JJ')]","[('n', 'NN')]"
"[('modules', 'NNS')]","[('modules', 'NNS')]","[('modules', 'NNS')]"
"[('learn', 'NN'), ('subject', 'NN')]","[('know', 'VB'), ('review', 'NN')]","[('knowledge', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('like', 'IN'), ('canvas', 'NN'), ('quizess', 'NN'), ('etc', 'NN')]","[('neutral', 'JJ')]","[('improve', 'VB'), ('time', 'NN'), ('test', 'NN'), ('quizess', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('n', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('know', 'VB'), ('reviewer', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN'), ('anytime', 'RB'), ('anywhere', 'RB')]","[('none', 'NN')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN'), ('read', 'VBD'), ('modules', 'NNS')]","[('sometimes', 'RB'), ('hard', 'JJ'), ('find', 'NN'), ('quizzes', 'NN')]","[('try', 'VB'), ('find', 'NNS'), ('easily', 'RB'), ('task', 'VBP'), ('canvas', 'NN')]"
"[('helpful', 'JJ'), ('modules', 'NNS')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('internet', 'NN')]","[('head', 'NN'), ('inspect', 'NN'), ('teachers', 'NNS'), ('teach', 'VBP'), ('module', 'JJ'), ('canvas', 'NN'), ('class', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('modules', 'NNS')]","[('neutral', 'JJ')]","[('face', 'NN'), ('face', 'NN'), ('discussion', 'NN')]"
"[('modules', 'NNS')]","[('none', 'NN')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('hard', 'JJ'), ('understand', 'NN'), ('without', 'IN'), ('guidance', 'NN'), ('proffesor', 'NN')]","[('classroom', 'NN'), ('discussion', 'NN'), ('using', 'VBG'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('access', 'NN'), ('everywhere', 'RB')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('use', 'NN')]","[('passcode', 'NN'), ('quizes', 'NNS')]",[]
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('module', 'NN')]","[('readings', 'NNS')]","[('specific', 'JJ')]"
"[('none', 'NN')]","[('none', 'NN')]","[('remove', 'VB'), ('canvas', 'NN')]"
"[('modules', 'NNS')]","[('connection', 'NN'), ('cant', 'JJ'), ('access', 'NN'), ('canvas', 'NN')]","[('face', 'NN'), ('face', 'NN'), ('canvas', 'NN')]"
"[('accesibility', 'NN')]","[('mobile', 'JJ'), ('app', 'NN')]","[('put', 'NN'), ('relevant', 'JJ'), ('easy', 'JJ'), ('digest', 'JJS'), ('modules', 'NNS'), ('replace', 'VB'), ('long', 'RB'), ('winding', 'VBG'), ('irrelevant', 'JJ'), ('useless', 'JJ'), ('trash', 'NN'), ('information', 'NN'), ('make', 'VBP'), ('powerpoints', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('helpful', 'NN')]","[('access', 'NN'), ('anytime', 'NN')]","[('improve', 'VB')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('accessible', 'JJ')]","[('mobile', 'JJ'), ('version', 'NN'), ('lacks', 'VBZ'), ('features', 'NNS')]","[('improvement', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('none', 'NN')]","[('none', 'NN')]","[('time', 'NN'), ('limit', 'NN')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('activities', 'NNS'), ('quizzes', 'NNS')]","[('lessen', 'VBN'), ('workload', 'NN'), ('students', 'NNS')]"
"[('neutral', 'JJ')]","[('list', 'NN'), ('announcement', 'NN')]","[('improve', 'VB'), ('app', 'NNS'), ('list', 'NN')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('none', 'NN'), ('far', 'RB')]","[('nothing', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
